Order_ID,Day_Of_Week,Month,Year,Date,Order_Time,User_ID
1806,3,5,2021,20,13,342
1807,3,12,2022,12,21,313
1808,1,7,2023,11,22,28
1809,5,4,2021,27,13,306
1810,5,9,2021,20,8,41
1811,7,8,2022,14,16,491
1812,7,5,2023,28,10,183
1813,2,8,2022,16,7,276
1814,7,11,2022,17,4,138
1815,2,8,2022,29,16,372
1816,7,9,2023,27,6,46
1817,3,11,2022,4,16,357
1818,2,11,2021,24,18,166
1819,7,5,2023,2,1,331
1820,6,8,2021,12,6,230
1821,4,11,2023,20,12,5
1822,6,4,2021,27,21,368
1823,6,6,2022,27,1,476
1824,7,2,2022,8,4,185
1825,5,4,2021,23,10,490
1826,3,2,2022,15,11,279
1827,3,9,2021,26,9,247
1828,6,1,2023,12,9,294
1829,5,11,2021,24,18,171
1830,2,5,2023,17,22,17
1831,1,6,2022,31,5,126
1832,7,12,2023,15,18,19
1833,6,12,2022,25,15,26
1834,7,1,2022,10,5,8
1835,7,1,2022,13,17,130
1836,5,4,2021,31,4,282
1837,7,2,2023,4,10,426
1838,6,10,2023,28,10,155
1839,3,1,2022,29,9,349
1840,3,5,2022,18,12,121
1841,1,3,2023,4,22,88
1842,3,6,2021,18,20,265
1843,6,7,2021,9,1,53
1844,5,3,2022,9,12,467
1845,1,6,2021,28,15,443
1846,1,4,2021,4,21,267
1847,1,9,2023,9,17,199
1848,2,2,2021,7,6,105
1849,5,4,2023,4,13,194
1850,2,4,2022,6,22,443
1851,2,6,2023,19,11,228
1852,3,8,2022,26,13,419
1853,1,2,2021,11,11,127
1854,2,6,2022,11,18,355
1855,6,6,2022,25,19,124
1856,1,3,2021,8,12,493
1857,5,12,2021,20,16,204
1858,1,12,2022,26,16,367
1859,5,3,2023,7,15,168
1860,7,8,2023,11,3,192
1861,7,7,2021,6,0,26
1862,4,10,2023,4,8,423
1863,7,12,2023,10,19,432
1864,5,2,2023,6,10,226
1865,7,12,2022,25,10,497
1866,1,9,2022,15,15,90
1867,2,12,2021,9,15,215
1868,2,11,2022,2,15,61
1869,6,3,2021,16,15,5
1870,3,5,2022,19,13,329
1871,2,6,2021,2,2,216
1872,6,3,2022,18,11,71
1873,7,8,2022,15,14,264
1874,3,8,2021,18,17,233
1875,6,8,2021,5,5,289
1876,5,3,2022,22,19,11
1877,7,7,2023,2,16,149
1878,6,5,2023,3,22,299
1879,6,2,2021,19,9,160
1880,2,8,2023,8,6,199
1881,7,1,2022,20,7,24
1882,4,9,2022,28,18,94
1883,5,10,2022,13,7,75
1884,1,10,2023,2,22,392
1885,6,5,2021,7,6,237
1886,1,12,2021,19,11,416
1887,2,11,2022,24,12,473
1888,3,6,2022,27,6,5
1889,1,6,2022,8,23,281
1890,4,4,2022,24,23,253
1891,4,11,2021,2,6,363
1892,5,12,2023,16,22,38
1893,7,1,2022,31,17,477
1894,5,3,2023,5,1,488
1895,6,10,2022,15,22,267
1896,4,7,2023,11,18,322
1897,2,9,2022,14,1,24
1898,6,5,2021,9,20,71
1899,1,6,2022,27,9,241
1900,2,2,2023,16,17,11
1901,2,9,2021,24,0,120
1902,5,8,2021,7,22,275
1903,2,11,2021,9,4,248
1904,4,3,2021,5,9,380
1905,5,1,2023,23,10,313
1906,2,5,2023,23,19,3
1907,6,7,2023,24,22,9
1908,7,8,2023,13,5,442
1909,7,8,2021,5,14,230
1910,4,11,2021,30,14,47
1911,1,12,2021,22,10,473
1912,3,1,2021,21,9,278
1913,5,3,2021,16,19,242
1914,5,1,2023,20,11,252
1915,3,6,2023,7,12,205
1916,4,5,2022,22,10,309
1917,5,7,2022,10,4,180
1918,6,8,2023,5,15,147
1919,3,4,2022,24,12,300
1920,5,9,2022,18,18,408
1921,5,3,2023,13,0,184
1922,5,11,2022,11,12,321
1923,7,4,2022,9,2,331
1924,4,2,2021,19,11,336
1925,2,5,2021,4,16,459
1926,7,6,2022,28,22,477
1927,4,11,2023,18,15,32
1928,1,3,2021,22,14,22
1929,7,9,2021,3,5,149
1930,1,1,2022,14,7,161
1931,6,12,2021,28,13,253
1932,5,10,2021,26,6,319
1933,5,1,2022,4,15,360
1934,5,10,2021,3,15,435
1935,1,9,2021,8,8,130
1936,6,1,2021,27,19,300
1937,3,8,2021,16,20,135
1938,7,11,2021,4,0,10
1939,6,9,2023,22,1,57
1940,7,7,2023,28,5,408
1941,5,4,2023,20,16,229
1942,2,10,2022,7,18,146
1943,3,3,2023,7,23,181
1944,1,10,2023,21,20,124
1945,1,4,2021,24,19,275
1946,2,2,2023,8,8,359
1947,1,6,2021,1,9,363
1948,3,1,2023,28,13,218
1949,2,11,2021,9,12,89
1950,4,11,2023,9,1,212
1951,2,9,2021,20,2,18
1952,7,4,2021,31,16,322
1953,1,3,2022,20,4,131
1954,3,1,2022,26,7,43
1955,5,2,2022,17,20,264
1956,7,7,2021,26,3,213
1957,5,5,2021,20,3,169
1958,1,11,2023,5,1,14
1959,6,7,2022,3,17,117
1960,6,2,2022,11,10,130
1961,2,12,2021,5,4,176
1962,6,4,2022,14,22,185
1963,6,1,2023,26,20,77
1964,4,12,2021,29,22,43
1965,3,4,2021,8,12,427
1966,5,3,2021,11,17,174
1967,4,8,2023,21,10,447
1968,3,4,2022,28,23,36
1969,1,2,2021,6,7,267
1970,4,6,2022,31,2,438
1971,3,12,2023,22,10,332
1972,7,10,2022,20,20,240
1973,7,1,2022,12,11,167
1974,7,9,2022,10,14,133
1975,3,2,2021,29,23,234
1976,2,1,2023,16,7,215
1977,5,3,2022,21,10,357
1978,2,8,2022,6,10,436
1979,4,11,2023,2,5,272
1980,2,3,2022,23,10,113
1981,6,10,2021,8,3,328
1982,1,6,2023,5,8,455
1983,6,7,2023,12,21,297
1984,4,6,2022,4,5,418
1985,3,3,2021,25,17,352
1986,6,8,2023,18,14,21
1987,7,8,2023,31,12,357
1988,2,7,2023,11,0,367
1989,2,6,2022,20,2,23
1990,3,9,2023,3,6,298
1991,5,7,2021,3,13,98
1992,4,1,2021,4,4,90
1993,1,5,2021,23,5,83
1994,6,12,2023,5,15,266
1995,1,10,2021,28,20,476
1996,5,5,2021,31,7,1
1997,5,5,2022,3,19,105
1998,7,11,2023,14,9,383
1999,3,1,2023,23,2,65
2000,1,7,2022,3,2,328
2001,6,1,2022,17,6,445
2002,4,2,2023,4,2,77
2003,3,5,2023,6,19,442
2004,6,5,2021,14,19,92
2005,5,11,2023,19,19,80
2006,5,8,2023,12,9,334
2007,6,1,2021,27,22,379
2008,4,6,2022,2,11,259
2009,5,6,2022,1,18,284
2010,6,12,2021,25,11,90
2011,2,4,2022,18,23,213
2012,5,2,2023,18,11,147
2013,2,11,2022,30,16,339
2014,7,8,2021,27,1,304
2015,3,7,2021,1,16,260
2016,1,7,2023,30,3,195
2017,2,1,2023,25,19,264
2018,6,12,2023,28,17,299
2019,6,10,2022,13,12,343
2020,1,7,2023,14,3,450
2021,6,12,2022,9,4,172
2022,2,1,2022,31,17,91
2023,4,9,2021,8,10,282
2024,5,9,2021,23,13,380
2025,7,5,2022,2,23,192
2026,2,8,2023,10,9,290
2027,5,10,2023,25,15,436
2028,1,7,2022,8,8,115
2029,1,2,2022,10,9,245
2030,7,5,2023,15,0,227
2031,7,2,2023,12,17,189
2032,7,5,2022,17,7,456
2033,2,9,2022,14,1,183
2034,6,1,2023,27,13,151
2035,4,7,2022,22,19,97
2036,4,5,2022,31,11,435
2037,1,6,2023,17,15,34
2038,6,6,2023,19,18,122
2039,4,11,2022,9,11,482
2040,3,11,2022,29,18,55
2041,6,4,2023,13,4,123
2042,4,6,2021,2,22,357
2043,6,10,2022,5,18,246
2044,7,11,2021,17,23,458
2045,2,3,2022,1,20,109
2046,7,5,2022,23,9,7
2047,1,6,2023,12,6,374
2048,1,2,2021,24,18,329
2049,5,5,2021,28,6,225
2050,6,11,2023,3,16,500
2051,2,6,2021,24,18,368
2052,7,10,2023,2,9,105
2053,5,11,2021,3,9,162
2054,1,1,2022,12,19,411
2055,3,6,2023,1,19,85
2056,4,5,2023,21,16,53
2057,6,1,2022,25,13,131
2058,3,7,2021,2,10,239
2059,3,4,2023,14,16,482
2060,2,11,2021,24,5,428
2061,2,3,2021,22,7,199
2062,4,8,2021,4,20,317
2063,5,11,2021,7,22,37
2064,3,3,2022,21,9,103
2065,5,2,2023,25,8,309
2066,4,8,2022,31,9,352
2067,1,7,2021,1,9,299
2068,7,8,2022,21,2,68
2069,7,2,2023,6,17,255
2070,4,2,2023,27,13,469
2071,7,6,2021,28,18,405
2072,7,2,2022,15,1,21
2073,2,2,2022,9,14,72
2074,5,6,2022,13,10,490
2075,4,5,2023,20,15,3
2076,5,4,2021,18,9,43
2077,7,4,2021,15,20,469
2078,7,6,2022,24,22,364
2079,7,9,2022,1,12,55
2080,1,4,2021,3,7,234
2081,5,7,2022,31,9,489
2082,6,7,2023,7,19,373
2083,1,9,2022,25,12,197
2084,2,1,2022,20,15,426
2085,1,4,2021,29,14,319
2086,1,4,2023,12,9,125
2087,2,7,2022,1,19,460
2088,5,5,2022,9,21,350
2089,6,2,2023,9,0,345
2090,2,10,2022,22,11,155
2091,2,9,2021,30,15,140
2092,1,5,2021,8,8,431
2093,5,8,2023,6,17,370
2094,5,9,2022,9,11,138
2095,7,9,2022,5,19,433
2096,3,10,2023,13,16,499
2097,1,10,2021,20,6,101
2098,7,11,2022,24,23,209
2099,7,1,2021,26,20,7
2100,4,10,2022,26,0,104
2101,4,3,2022,30,0,316
2102,4,4,2022,10,10,56
2103,7,7,2023,25,2,278
2104,7,4,2022,9,21,157
2105,4,1,2022,24,10,207
2106,7,4,2021,21,16,288
2107,5,9,2021,23,22,267
2108,6,8,2021,18,20,40
2109,1,3,2022,25,23,237
2110,6,9,2021,19,10,61
2111,7,11,2022,12,14,121
2112,5,5,2021,18,22,374
2113,4,3,2022,29,23,122
2114,5,2,2021,25,5,129
2115,2,6,2021,10,4,326
2116,2,11,2021,24,13,148
2117,5,7,2023,19,0,254
2118,5,5,2021,23,16,380
2119,2,4,2022,22,12,300
2120,1,11,2022,8,11,65
2121,4,10,2022,27,2,230
2122,2,9,2021,22,3,286
2123,2,1,2022,5,1,330
2124,2,11,2023,20,12,47
2125,7,3,2021,4,19,339
2126,5,1,2022,26,11,52
2127,1,3,2023,24,22,423
2128,6,6,2023,25,15,476
2129,2,11,2022,25,22,26
2130,2,3,2022,16,10,238
2131,6,5,2021,10,9,202
2132,6,6,2023,19,3,139
2133,5,4,2022,24,18,387
2134,1,4,2023,1,13,479
2135,1,9,2021,12,23,137
2136,6,10,2023,12,21,258
2137,6,12,2023,12,2,188
2138,7,9,2021,3,4,198
2139,3,5,2022,18,19,485
2140,2,10,2022,12,15,415
2141,1,3,2021,17,15,112
2142,4,3,2023,10,8,66
2143,7,11,2023,1,1,51
2144,2,10,2022,30,21,294
2145,2,1,2022,16,14,105
2146,5,8,2022,15,22,479
2147,6,7,2023,29,15,473
2148,4,11,2023,22,10,312
2149,3,6,2023,17,16,365
2150,1,10,2022,12,18,396
2151,4,10,2022,12,8,492
2152,6,1,2022,21,14,314
2153,4,1,2022,2,10,399
2154,4,5,2021,5,17,420
2155,4,11,2023,28,12,375
2156,6,3,2023,24,15,231
2157,6,1,2021,10,19,284
2158,1,1,2021,26,9,174
2159,3,5,2021,27,16,133
2160,2,12,2023,24,2,263
2161,7,1,2023,15,9,22
2162,2,1,2021,8,23,462
2163,7,6,2022,3,12,340
2164,3,9,2023,23,19,118
2165,5,2,2021,5,20,55
2166,3,9,2022,24,8,398
2167,4,9,2023,25,15,44
2168,2,5,2023,12,1,262
2169,3,9,2022,17,16,186
2170,3,6,2023,25,10,385
2171,2,10,2022,14,5,372
2172,6,10,2023,16,16,396
2173,1,2,2021,10,15,117
2174,1,1,2022,12,15,70
2175,1,4,2023,13,17,109
2176,3,11,2022,21,4,393
2177,6,4,2023,16,0,173
2178,2,9,2022,14,10,227
2179,4,12,2023,28,14,162
2180,3,12,2021,14,20,422
2181,5,8,2023,4,22,375
2182,1,12,2023,24,14,213
2183,3,3,2021,21,0,102
2184,4,1,2021,6,10,359
2185,7,8,2023,1,6,471
2186,2,2,2021,27,15,59
2187,1,5,2023,8,21,365
2188,1,12,2022,21,17,79
2189,3,3,2021,6,5,372
2190,1,12,2022,5,7,380
2191,6,5,2021,3,13,443
2192,2,6,2021,27,16,82
2193,4,4,2021,31,7,109
2194,2,5,2021,3,20,413
2195,2,9,2022,6,8,344
2196,2,8,2023,1,19,334
2197,3,6,2021,12,22,57
2198,6,11,2021,6,23,57
2199,1,1,2021,12,11,476
2200,1,4,2023,22,16,61
2201,2,10,2022,25,1,305
2202,4,7,2023,23,18,497
2203,5,10,2022,12,8,155
2204,5,6,2022,23,16,199
2205,1,8,2023,5,23,325
2206,3,10,2022,26,14,310
2207,1,11,2022,2,9,418
2208,3,7,2023,17,14,368
2209,3,9,2023,24,6,153
2210,3,5,2021,21,10,424
2211,5,12,2021,28,18,496
2212,6,8,2022,29,22,270
2213,6,11,2023,19,2,15
2214,1,10,2023,24,3,50
2215,3,1,2023,26,11,469
2216,1,11,2022,21,2,125
2217,1,8,2022,21,9,404
2218,2,11,2022,29,8,101
2219,3,3,2021,20,7,434
2220,7,12,2022,31,19,105
2221,7,12,2022,4,23,457
2222,5,7,2022,29,1,283
2223,4,2,2021,16,22,30
2224,1,11,2022,9,21,107
2225,5,2,2023,16,14,314
2226,1,6,2022,12,1,151
2227,3,12,2023,31,5,427
2228,6,4,2021,20,20,254
2229,4,3,2021,20,5,114
2230,7,7,2023,17,12,87
2231,5,4,2022,9,14,415
2232,3,3,2021,2,8,331
2233,2,6,2021,11,5,102
2234,2,8,2021,19,18,469
2235,6,10,2023,25,11,226
2236,3,8,2023,5,19,234
2237,5,10,2022,2,17,350
2238,1,2,2023,26,14,163
2239,5,10,2021,27,7,392
2240,5,8,2023,22,4,265
2241,2,2,2023,22,11,498
2242,3,2,2022,20,6,346
2243,6,2,2023,23,14,333
2244,4,5,2021,18,9,401
2245,3,8,2023,2,11,290
2246,3,2,2023,22,15,201
2247,4,5,2022,21,6,206
2248,3,2,2023,21,0,22
2249,6,12,2021,17,21,125
2250,5,2,2021,6,18,183
2251,4,3,2023,31,13,143
2252,4,11,2021,23,18,423
2253,1,9,2022,31,19,370
2254,1,12,2023,28,0,379
2255,2,6,2022,11,4,348
2256,6,3,2021,26,19,311
2257,6,7,2021,5,2,178
2258,2,9,2022,23,4,441
2259,1,5,2023,20,23,127
2260,4,10,2023,5,6,172
2261,3,10,2022,10,19,465
2262,2,2,2022,7,8,354
2263,1,1,2021,22,21,137
2264,7,7,2022,27,8,39
2265,2,4,2022,21,13,142
2266,5,2,2023,25,10,441
2267,2,6,2022,10,2,460
2268,7,3,2022,21,16,460
2269,5,7,2022,24,11,496
2270,2,9,2023,4,5,331
2271,6,8,2021,17,22,196
2272,3,9,2023,12,18,305
2273,4,2,2022,14,14,326
2274,1,9,2021,17,7,358
2275,4,11,2022,4,3,229
2276,2,12,2023,28,11,11
2277,3,10,2023,20,12,202
2278,5,2,2021,11,9,107
2279,6,10,2021,30,22,190
2280,7,11,2021,28,3,32
2281,7,1,2023,7,19,371
2282,5,12,2022,9,17,290
2283,2,12,2022,24,11,43
2284,5,12,2021,14,18,184
2285,5,5,2023,20,18,220
2286,2,1,2021,22,14,20
2287,1,12,2022,31,22,386
2288,6,7,2022,19,1,450
2289,4,1,2021,23,9,284
2290,2,11,2023,18,11,20
2291,3,11,2022,9,8,206
2292,6,7,2022,18,14,97
2293,2,7,2022,18,8,232
2294,2,7,2022,7,8,186
2295,2,8,2022,4,15,150
2296,3,11,2023,24,14,451
2297,5,3,2022,8,12,217
2298,6,7,2021,25,4,172
2299,1,11,2022,20,19,477
2300,4,10,2022,6,23,261
2301,2,6,2021,4,20,448
2302,2,10,2021,22,7,282
2303,4,4,2022,26,23,89
2304,6,5,2023,30,2,257
2305,3,12,2022,10,6,292
2306,3,8,2023,26,13,59
2307,6,11,2021,18,22,61
2308,1,4,2021,13,1,193
2309,1,5,2022,1,15,402
2310,2,4,2021,19,9,232
2311,7,7,2022,11,18,300
2312,2,3,2021,16,22,15
2313,3,1,2022,13,19,3
2314,3,8,2022,22,22,373
2315,1,4,2021,6,22,147
2316,5,2,2022,14,22,275
2317,2,2,2021,11,2,15
2318,2,7,2022,10,16,272
2319,6,11,2021,17,8,464
2320,2,8,2021,20,14,401
2321,5,4,2021,28,19,346
2322,4,12,2021,30,18,58
2323,2,5,2023,24,13,384
2324,6,3,2021,22,16,179
2325,5,7,2021,29,15,86
2326,6,4,2021,19,20,315
2327,2,8,2023,1,3,9
2328,2,11,2023,18,1,80
2329,7,2,2022,29,19,229
2330,4,12,2023,7,12,334
2331,2,4,2021,31,11,377
2332,5,4,2023,1,13,173
2333,7,6,2023,8,18,147
2334,1,4,2023,1,19,123
2335,7,10,2023,15,13,470
2336,4,4,2022,29,17,369
2337,1,3,2022,13,22,377
2338,7,5,2023,28,15,58
2339,5,1,2022,20,8,350
2340,4,12,2021,14,15,144
2341,5,10,2021,9,12,477
2342,6,9,2023,14,12,147
2343,2,4,2023,5,21,396
2344,4,10,2022,28,7,288
2345,5,4,2021,22,23,113
2346,7,5,2022,25,5,233
2347,5,7,2022,26,13,18
2348,4,1,2023,29,11,55
2349,7,8,2023,21,23,139
2350,4,10,2021,2,18,184
2351,1,3,2022,21,21,57
2352,5,9,2022,25,6,461
2353,7,9,2022,1,20,135
2354,7,4,2023,9,7,128
2355,4,3,2023,24,18,322
2356,2,10,2022,7,15,417
2357,5,2,2023,16,1,195
2358,5,1,2023,13,11,417
2359,2,8,2022,15,4,468
2360,2,12,2023,10,4,403
2361,5,11,2022,16,23,133
2362,1,7,2023,11,1,62
2363,3,8,2023,2,0,414
2364,1,9,2022,11,3,143
2365,5,2,2021,4,21,125
2366,1,7,2022,20,9,498
2367,5,9,2023,19,17,337
2368,3,9,2022,24,9,438
2369,2,10,2021,26,17,253
2370,7,7,2023,6,14,45
2371,3,4,2021,11,19,151
2372,3,4,2021,1,14,471
2373,5,4,2022,28,7,258
2374,7,7,2022,29,18,317
2375,5,10,2021,24,3,284
2376,4,7,2023,17,17,238
2377,3,2,2023,30,20,266
2378,4,6,2022,24,10,276
2379,5,5,2023,13,8,497
2380,2,1,2021,4,18,304
2381,1,11,2022,10,21,416
2382,3,11,2023,28,9,26
2383,6,12,2023,9,5,301
2384,2,3,2023,13,20,272
2385,1,11,2023,23,21,144
2386,5,2,2021,31,14,330
2387,2,3,2022,9,12,397
2388,2,7,2021,15,9,335
2389,6,10,2021,20,7,122
2390,4,4,2023,30,22,129
2391,2,4,2022,28,21,106
2392,3,1,2021,18,11,104
2393,7,10,2022,2,9,133
2394,5,11,2022,8,2,175
2395,4,2,2022,14,18,66
2396,6,8,2023,2,8,34
2397,7,12,2021,8,3,64
2398,2,11,2023,15,2,480
2399,5,12,2022,5,12,63
2400,3,9,2021,19,5,347
2401,7,10,2021,26,6,483
2402,5,3,2023,18,10,96
2403,6,12,2023,27,4,346
2404,7,8,2022,14,4,160
2405,4,1,2023,22,8,465
2406,1,9,2021,16,7,277
2407,5,8,2022,9,23,186
2408,4,5,2023,17,2,36
2409,5,11,2023,4,3,81
2410,6,8,2023,29,3,158
2411,4,3,2022,20,9,129
2412,4,3,2021,8,1,26
2413,6,10,2023,8,22,317
2414,4,10,2023,31,1,114
2415,2,9,2021,21,13,136
2416,6,3,2023,22,20,456
2417,7,4,2023,24,0,427
2418,2,9,2022,17,4,331
2419,5,3,2021,27,8,339
2420,4,5,2023,24,2,303
2421,3,11,2021,8,14,342
2422,2,4,2022,13,2,349
2423,3,6,2021,18,0,254
2424,5,3,2021,30,15,386
2425,7,2,2022,14,23,196
2426,7,9,2023,9,1,475
2427,2,8,2023,30,6,164
2428,7,3,2023,6,11,490
2429,3,9,2022,2,22,92
2430,4,9,2023,4,22,495
2431,7,12,2021,19,12,126
2432,6,6,2023,8,13,51
2433,3,6,2021,22,3,309
2434,6,5,2023,9,10,352
2435,4,5,2021,9,5,35
2436,2,11,2023,8,13,399
2437,5,3,2023,20,21,150
2438,7,1,2022,15,9,44
2439,3,3,2022,6,0,245
2440,2,2,2022,17,1,95
2441,6,6,2022,18,8,87
2442,2,10,2022,4,6,301
2443,4,11,2023,12,23,143
2444,2,10,2022,31,18,284
2445,4,2,2022,23,4,58
2446,5,9,2022,21,19,466
2447,2,3,2022,13,21,70
2448,1,5,2023,12,0,277
2449,4,1,2022,9,7,378
2450,4,6,2023,13,12,376
2451,3,4,2021,8,11,78
2452,1,9,2021,16,1,361
2453,2,4,2021,23,3,25
2454,7,2,2023,23,22,438
2455,1,7,2022,23,3,499
2456,6,9,2023,18,21,27
2457,2,12,2021,28,3,258
2458,3,7,2023,22,16,71
2459,6,9,2023,30,18,254
2460,5,4,2022,7,6,311
2461,3,10,2021,2,17,316
2462,7,4,2022,16,9,203
2463,6,1,2023,22,2,245
2464,7,2,2022,29,9,135
2465,3,12,2023,1,5,298
2466,6,10,2023,31,1,430
2467,1,3,2022,21,2,41
2468,7,12,2023,9,14,23
2469,2,11,2023,3,21,275
2470,3,4,2023,18,3,277
2471,5,8,2023,27,10,417
2472,7,12,2021,29,2,288
2473,1,11,2022,29,17,164
2474,2,3,2021,29,6,31
2475,7,6,2022,31,1,469
2476,7,7,2021,29,17,351
2477,4,2,2023,31,5,204
2478,2,11,2022,14,6,433
2479,1,8,2023,27,22,72
2480,4,10,2022,15,13,496
2481,5,8,2021,19,20,319
2482,6,4,2022,19,20,178
2483,7,4,2021,26,0,172
2484,7,12,2023,2,23,311
2485,2,5,2022,12,22,499
2486,2,10,2022,21,9,254
2487,2,3,2022,28,2,399
2488,4,12,2021,30,0,74
2489,2,11,2021,30,8,213
2490,3,6,2022,15,11,82
2491,7,10,2022,18,8,404
2492,1,9,2021,26,4,346
2493,5,7,2023,8,8,7
2494,6,5,2022,1,7,22
2495,5,5,2022,16,19,107
2496,4,6,2022,9,22,23
2497,3,5,2022,30,21,199
2498,2,1,2023,16,0,453
2499,5,5,2023,6,23,270
2500,2,9,2021,29,10,159
2501,6,5,2021,2,10,361
2502,3,6,2023,4,17,384
2503,3,9,2022,2,13,40
2504,4,5,2022,1,5,58
2505,3,8,2021,16,12,48
2506,4,5,2021,15,23,433
2507,4,9,2021,16,1,481
2508,1,1,2022,30,13,312
2509,2,6,2023,12,22,2
2510,4,2,2022,10,6,275
2511,4,12,2022,9,4,113
2512,3,11,2023,18,21,392
2513,1,6,2021,22,4,195
2514,6,9,2021,18,12,225
2515,7,3,2021,26,1,308
2516,2,6,2021,4,15,6
2517,6,4,2021,26,5,11
2518,7,9,2023,31,22,199
2519,2,2,2021,17,0,129
2520,4,11,2021,28,2,22
2521,7,2,2021,9,6,494
2522,2,10,2022,24,19,91
2523,3,8,2021,21,0,375
2524,2,5,2023,24,10,32
2525,4,7,2023,1,2,32
2526,5,11,2023,1,2,43
2527,5,3,2022,2,9,219
2528,7,10,2022,11,0,139
2529,4,1,2021,23,16,479
2530,5,12,2021,7,9,481
2531,1,1,2022,17,4,185
2532,3,2,2022,7,8,275
2533,3,10,2023,12,13,274
2534,6,8,2023,1,21,146
2535,6,2,2023,22,8,279
2536,2,3,2021,25,13,71
2537,7,9,2021,1,22,66
2538,3,7,2021,9,10,331
2539,7,9,2021,12,7,273
2540,3,4,2021,13,9,210
2541,6,4,2021,13,0,197
2542,4,11,2022,8,10,35
2543,3,11,2021,11,1,229
2544,2,9,2021,10,13,27
2545,2,2,2022,28,11,454
2546,4,6,2022,22,6,122
2547,2,4,2023,9,17,58
2548,2,2,2021,27,2,148
2549,5,3,2023,13,10,340
2550,3,10,2022,14,4,492
2551,7,8,2021,22,1,318
2552,5,1,2021,28,17,204
2553,2,4,2021,22,5,249
2554,2,10,2022,29,11,229
2555,3,8,2022,13,8,360
2556,4,7,2021,29,4,350
2557,1,3,2023,21,6,235
2558,3,10,2023,18,2,109
2559,4,5,2021,19,7,369
2560,4,2,2023,29,13,328
2561,3,10,2022,7,10,320
2562,4,10,2022,1,4,340
2563,6,6,2022,19,12,110
2564,2,6,2022,10,19,340
2565,7,9,2021,25,10,85
2566,5,10,2022,14,16,282
2567,7,4,2022,1,20,137
2568,4,9,2021,10,4,223
2569,4,5,2022,20,14,434
2570,4,11,2022,1,14,198
2571,4,10,2022,25,21,50
2572,7,1,2021,8,12,48
2573,2,11,2023,24,20,173
2574,2,2,2021,16,9,442
2575,3,4,2022,13,13,133
2576,1,3,2022,4,9,201
2577,2,3,2023,20,4,244
2578,2,5,2021,14,17,470
2579,6,12,2021,26,3,136
2580,4,11,2023,5,0,314
2581,5,7,2021,22,2,119
2582,5,9,2021,23,1,472
2583,5,4,2021,25,12,477
2584,1,7,2023,19,5,137
2585,4,4,2023,1,18,474
2586,1,11,2023,14,14,26
2587,1,12,2022,13,19,293
2588,6,5,2023,6,0,145
2589,5,2,2021,13,4,204
2590,5,1,2021,24,16,301
2591,2,7,2022,29,6,72
2592,5,4,2021,12,11,382
2593,6,4,2022,28,8,18
2594,5,1,2023,2,11,416
2595,4,7,2021,12,9,398
2596,7,10,2022,18,7,342
2597,2,12,2022,4,17,30
2598,3,8,2023,9,15,261
2599,5,2,2022,28,10,114
2600,2,6,2021,13,23,238
2601,4,1,2023,8,8,174
2602,5,2,2023,7,17,306
2603,6,2,2023,3,6,253
2604,2,12,2023,30,18,168
2605,2,1,2022,12,18,353
2606,1,9,2021,6,4,77
2607,4,4,2022,12,21,52
2608,5,9,2023,22,7,130
2609,5,8,2021,26,5,180
2610,5,9,2022,12,16,191
2611,7,9,2023,24,22,245
2612,7,6,2021,17,15,210
2613,7,11,2023,19,19,15
2614,2,5,2022,26,21,159
2615,4,4,2021,8,6,193
2616,1,12,2023,9,23,442
2617,7,2,2022,5,11,492
2618,1,3,2023,24,14,443
2619,3,9,2022,28,19,345
2620,1,8,2022,24,7,383
2621,7,4,2021,25,16,392
2622,3,9,2023,1,6,301
2623,1,1,2021,7,14,29
2624,5,12,2022,4,7,232
2625,4,3,2021,15,1,35
2626,1,5,2021,31,18,102
2627,1,7,2023,20,17,214
2628,4,8,2021,16,20,132
2629,3,11,2022,29,23,109
2630,7,5,2021,6,8,450
2631,6,7,2021,2,13,487
2632,5,1,2021,17,20,221
2633,3,12,2022,22,3,189
2634,6,10,2023,23,16,381
2635,3,11,2023,27,23,480
2636,1,3,2022,22,21,41
2637,3,5,2021,12,8,239
2638,7,1,2022,31,1,294
2639,1,1,2021,12,17,164
2640,2,9,2022,24,12,99
2641,3,7,2021,6,4,121
2642,7,1,2022,23,1,406
2643,2,4,2022,24,18,463
2644,2,6,2023,23,2,459
2645,4,1,2023,25,15,129
2646,6,9,2023,11,16,356
2647,5,1,2021,25,21,237
2648,5,4,2023,16,7,190
2649,6,10,2021,22,8,115
2650,4,9,2021,3,6,372
2651,2,3,2022,23,14,407
2652,7,6,2023,5,5,274
2653,1,2,2023,19,0,494
2654,1,7,2021,4,5,320
2655,7,7,2021,10,19,474
2656,1,6,2021,29,0,342
2657,4,7,2022,4,20,254
2658,7,7,2021,13,9,14
2659,3,9,2023,18,12,414
2660,7,8,2023,26,15,245
2661,1,4,2023,21,19,494
2662,4,3,2023,23,18,54
2663,1,5,2023,25,9,480
2664,3,5,2022,28,3,149
2665,5,9,2022,31,1,158
2666,1,9,2021,27,1,296
2667,7,8,2022,27,12,211
2668,2,2,2022,29,19,428
2669,4,7,2021,25,4,291
2670,6,11,2021,30,23,71
2671,7,10,2021,18,18,61
2672,7,5,2021,16,2,325
2673,7,5,2021,18,18,114
2674,2,10,2021,7,4,21
2675,3,12,2021,1,10,175
2676,1,3,2022,27,16,190
2677,2,2,2021,11,10,120
